booker,game_teams,game_time,log,team1,team2,tie,url
Asianodds,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,6.22,5.43,1.39,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
Bethard,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,5.7,4.95,1.33,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
bwin,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,6.0,5.25,1.33,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
Marathonbet,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,5.9,4.9,1.39,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
Pinnacle,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,6.22,5.43,1.39,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
Unibet,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,5.0,4.6,1.35,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
William Hill,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,6.0,5.0,1.36,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
best deal,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,6.22,5.43,1.4,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
18bet,"FC Monheim - Kleve Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.69,4.1,4.0,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/fc-monheim-kleve-bRSIwUSC/
1xBet,"FC Monheim - Kleve Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.72,3.98,3.86,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/fc-monheim-kleve-bRSIwUSC/
Asianodds,"FC Monheim - Kleve Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.76,4.07,4.16,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/fc-monheim-kleve-bRSIwUSC/
Bethard,"FC Monheim - Kleve Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.59,4.25,3.85,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/fc-monheim-kleve-bRSIwUSC/
bwin,"FC Monheim - Kleve Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.7,4.25,3.5,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/fc-monheim-kleve-bRSIwUSC/
Marathonbet,"FC Monheim - Kleve Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.73,3.94,3.84,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/fc-monheim-kleve-bRSIwUSC/
Pinnacle,"FC Monheim - Kleve Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.76,4.07,4.16,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/fc-monheim-kleve-bRSIwUSC/
Unibet,"FC Monheim - Kleve Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.55,3.85,4.1,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/fc-monheim-kleve-bRSIwUSC/
William Hill,"FC Monheim - Kleve Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.7,3.8,4.0,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/fc-monheim-kleve-bRSIwUSC/
best deal,"FC Monheim - Kleve Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.76,4.25,4.16,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/fc-monheim-kleve-bRSIwUSC/
18bet,"Germania Ratingen - Hilden Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.1,3.9,2.9,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/germania-ratingen-hilden-xIRMxlrJ/
1xBet,"Germania Ratingen - Hilden Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.98,3.72,3.13,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/germania-ratingen-hilden-xIRMxlrJ/
Asianodds,"Germania Ratingen - Hilden Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.14,3.99,2.99,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/germania-ratingen-hilden-xIRMxlrJ/
Bethard,"Germania Ratingen - Hilden Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.0,3.85,2.75,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/germania-ratingen-hilden-xIRMxlrJ/
bwin,"Germania Ratingen - Hilden Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.05,3.8,2.8,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/germania-ratingen-hilden-xIRMxlrJ/
Marathonbet,"Germania Ratingen - Hilden Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.02,3.78,3.0,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/germania-ratingen-hilden-xIRMxlrJ/
Pinnacle,"Germania Ratingen - Hilden Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.14,3.99,2.99,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/germania-ratingen-hilden-xIRMxlrJ/
Unibet,"Germania Ratingen - Hilden Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.06,3.75,2.5,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/germania-ratingen-hilden-xIRMxlrJ/
William Hill,"Germania Ratingen - Hilden Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.05,3.6,3.0,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/germania-ratingen-hilden-xIRMxlrJ/
best deal,"Germania Ratingen - Hilden Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.14,3.99,3.13,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/germania-ratingen-hilden-xIRMxlrJ/
18bet,"Meerbusch - Straelen Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.8,3.6,2.25,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/meerbusch-straelen-hEcIujb0/
1xBet,"Meerbusch - Straelen Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.93,4.0,2.0,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/meerbusch-straelen-hEcIujb0/
Asianodds,"Meerbusch - Straelen Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.88,3.68,2.32,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/meerbusch-straelen-hEcIujb0/
Bethard,"Meerbusch - Straelen Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.45,3.75,2.15,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/meerbusch-straelen-hEcIujb0/
bwin,"Meerbusch - Straelen Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.85,3.5,2.1,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/meerbusch-straelen-hEcIujb0/
Marathonbet,"Meerbusch - Straelen Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.74,3.7,2.18,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/meerbusch-straelen-hEcIujb0/
Pinnacle,"Meerbusch - Straelen Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.88,3.68,2.32,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/meerbusch-straelen-hEcIujb0/
Unibet,"Meerbusch - Straelen Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.75,3.75,1.93,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/meerbusch-straelen-hEcIujb0/
William Hill,"Meerbusch - Straelen Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.8,3.5,2.2,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/meerbusch-straelen-hEcIujb0/
best deal,"Meerbusch - Straelen Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.93,4.0,2.32,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/meerbusch-straelen-hEcIujb0/
18bet,"SC Velbert - Niederwenigern Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.0,3.8,3.05,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sc-velbert-sf-niederwenigern-4OJ80izQ/
1xBet,"SC Velbert - Niederwenigern Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.02,3.64,3.12,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sc-velbert-sf-niederwenigern-4OJ80izQ/
Bethard,"SC Velbert - Niederwenigern Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.87,3.9,3.05,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sc-velbert-sf-niederwenigern-4OJ80izQ/
bwin,"SC Velbert - Niederwenigern Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.83,4.0,3.2,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sc-velbert-sf-niederwenigern-4OJ80izQ/
Marathonbet,"SC Velbert - Niederwenigern Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.02,3.6,3.13,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sc-velbert-sf-niederwenigern-4OJ80izQ/
Pinnacle,"SC Velbert - Niederwenigern Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.09,3.97,3.12,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sc-velbert-sf-niederwenigern-4OJ80izQ/
Unibet,"SC Velbert - Niederwenigern Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,1.82,3.75,3.0,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sc-velbert-sf-niederwenigern-4OJ80izQ/
William Hill,"SC Velbert - Niederwenigern Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.05,3.4,3.1,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sc-velbert-sf-niederwenigern-4OJ80izQ/
best deal,"SC Velbert - Niederwenigern Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.09,4.0,3.2,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sc-velbert-sf-niederwenigern-4OJ80izQ/
18bet,"TuRU Dusseldorf - Schonnebeck Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.6,3.9,2.25,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/turu-dusseldorf-schonnebeck-A5dydBrs/
1xBet,"TuRU Dusseldorf - Schonnebeck Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.68,3.58,2.28,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/turu-dusseldorf-schonnebeck-A5dydBrs/
Asianodds,"TuRU Dusseldorf - Schonnebeck Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.72,4.24,2.29,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/turu-dusseldorf-schonnebeck-A5dydBrs/
Bethard,"TuRU Dusseldorf - Schonnebeck Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.45,3.85,2.15,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/turu-dusseldorf-schonnebeck-A5dydBrs/
bwin,"TuRU Dusseldorf - Schonnebeck Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.4,4.0,2.25,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/turu-dusseldorf-schonnebeck-A5dydBrs/
Marathonbet,"TuRU Dusseldorf - Schonnebeck Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.69,3.58,2.26,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/turu-dusseldorf-schonnebeck-A5dydBrs/
Pinnacle,"TuRU Dusseldorf - Schonnebeck Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.76,4.26,2.2,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/turu-dusseldorf-schonnebeck-A5dydBrs/
Unibet,"TuRU Dusseldorf - Schonnebeck Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.4,3.5,2.23,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/turu-dusseldorf-schonnebeck-A5dydBrs/
William Hill,"TuRU Dusseldorf - Schonnebeck Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.7,3.5,2.25,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/turu-dusseldorf-schonnebeck-A5dydBrs/
best deal,"TuRU Dusseldorf - Schonnebeck Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 12:57 PM,2.76,4.26,2.29,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/turu-dusseldorf-schonnebeck-A5dydBrs/
18bet,IN-PLAY ODDS: Kray - Union Nettetal Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.89,4.1,3.1,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/inplay-odds/
1xBet,IN-PLAY ODDS: Kray - Union Nettetal Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.87,4.4,3.26,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/inplay-odds/
Asianodds,IN-PLAY ODDS: Kray - Union Nettetal Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.95,3.93,3.72,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/inplay-odds/
Bethard,IN-PLAY ODDS: Kray - Union Nettetal Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.77,3.75,3.3,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/inplay-odds/
bwin,IN-PLAY ODDS: Kray - Union Nettetal Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.8,3.9,3.4,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/inplay-odds/
Marathonbet,IN-PLAY ODDS: Kray - Union Nettetal Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.92,3.8,3.42,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/inplay-odds/
Pinnacle,IN-PLAY ODDS: Kray - Union Nettetal Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.87,3.95,3.72,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/inplay-odds/
Unibet,IN-PLAY ODDS: Kray - Union Nettetal Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.82,4.35,3.3,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/inplay-odds/
best deal,IN-PLAY ODDS: Kray - Union Nettetal Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.95,4.4,3.72,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/inplay-odds/
18bet,"Kray - Union Nettetal Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.85,3.9,3.45,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/
1xBet,"Kray - Union Nettetal Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.87,3.72,3.48,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/
Asianodds,"Kray - Union Nettetal Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.88,4.01,3.78,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/
Bethard,"Kray - Union Nettetal Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.8,4.0,3.15,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/
bwin,"Kray - Union Nettetal Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.8,3.9,3.4,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/
Marathonbet,"Kray - Union Nettetal Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.85,3.76,3.48,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/
Pinnacle,"Kray - Union Nettetal Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.86,4.01,3.78,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/
Unibet,"Kray - Union Nettetal Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.71,3.9,3.25,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/
William Hill,"Kray - Union Nettetal Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.8,3.7,3.6,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/
best deal,"Kray - Union Nettetal Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.88,4.01,3.78,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/kray-union-nettetal-plfAsCTm/
18bet,IN-PLAY ODDS: SW Essen - TVD Velbert Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.5,3.9,2.25,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/inplay-odds/
1xBet,IN-PLAY ODDS: SW Essen - TVD Velbert Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.61,4.86,4.1,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/inplay-odds/
Asianodds,IN-PLAY ODDS: SW Essen - TVD Velbert Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.68,4.49,4.13,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/inplay-odds/
Bethard,IN-PLAY ODDS: SW Essen - TVD Velbert Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.55,3.85,2.1,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/inplay-odds/
bwin,IN-PLAY ODDS: SW Essen - TVD Velbert Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.55,3.6,2.25,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/inplay-odds/
Pinnacle,IN-PLAY ODDS: SW Essen - TVD Velbert Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.6,3.99,2.37,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/inplay-odds/
Unibet,IN-PLAY ODDS: SW Essen - TVD Velbert Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,1.68,4.3,3.85,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/inplay-odds/
best deal,IN-PLAY ODDS: SW Essen - TVD Velbert Soccer Oberliga Niederrhein Betting Odds,"Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.6,4.86,4.13,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/inplay-odds/
18bet,"SW Essen - TVD Velbert Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.55,3.7,2.3,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/
1xBet,"SW Essen - TVD Velbert Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.86,4.24,1.98,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/
Asianodds,"SW Essen - TVD Velbert Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.69,4.06,2.31,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/
Bethard,"SW Essen - TVD Velbert Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.55,3.85,2.1,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/
bwin,"SW Essen - TVD Velbert Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.55,3.6,2.25,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/
Pinnacle,"SW Essen - TVD Velbert Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.69,4.06,2.31,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/
Unibet,"SW Essen - TVD Velbert Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.5,3.5,2.14,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/
William Hill,"SW Essen - TVD Velbert Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.55,3.9,2.2,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/
best deal,"SW Essen - TVD Velbert Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:00",08/14/19 01:02 PM,2.86,4.24,2.31,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/sw-essen-tvd-velbert-bibEtWrf/
18bet,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 01:02 PM,6.0,4.9,1.38,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
1xBet,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 01:02 PM,5.8,4.9,1.4,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
Asianodds,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 01:02 PM,6.1,5.15,1.43,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
Bethard,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 01:02 PM,5.6,4.9,1.34,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
bwin,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 01:02 PM,6.0,5.25,1.33,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
Marathonbet,"Cronenberger - Baumberg Betting Odds, Soccer - Oberliga Niederrhein","Today, 14 Aug  2019, 17:30",08/14/19 01:02 PM,5.9,4.9,1.39,https://www.oddsportal.com/soccer/germany/oberliga-niederrhein/cronenberger-baumberg-W4dMvAD6/
